"metabolite_id","dataset_id","study_name","platform","merge_variable","input_metabolite_name","input_metabid","input_chemical_id","input_comp_id","input_hmdb_id","input_cas","input_pubchem","input_chemspider","input_kegg","input_inchikey","input_chebi","Standardized name"
"HMDB02226",45,"Estonia Biobank Obesity Extremes","Broad Institute","BIOCHEMICAL_NAME","Adrenic_acid","adrenic_acid",NA,"","","","",NA,"","",NA,"Adrenic acid"
"HMDB02226",50,"Women's Health Initiative","Broad Institute","HMDB_ID","adrenic acid","adrenic.acid",NA,"","HMDB02226","","",NA,"","",NA,"Adrenic acid"
"HMDB02226",59,"Breast Cancer Family Registry","Metabolon","COMP_ID","adrenate (22:4n6)","adrenate (22:4n6)",NA,"32980","","","5497181",NA,"","",NA,"Adrenic acid"
"HMDB02226",68,"Cooperative Health Research in the Region of Augsburg","Metabolon","HMDB_ID","adrenate (22:4n6)","m32980",NA,"","HMDB02226","","",NA,"C16527","",NA,"Adrenic acid"
"HMDB02226",69,"Copenhagen Prospective Study on Asthma in Childhood 2010","Metabolon","COMP_ID","adrenate (22:4n6)","32980",NA,"32980","","","5497181",NA,"","",NA,"Adrenic acid"
"HMDB02231",2,"Prostate Lung Colorectal and Ovarian Cancer Screening Trial","Metabolon","COMP_ID","eicosenoate (20:1n9 or 11)","eicosenoate__20_1n9_or_11_",NA,"33587","HMDB02231","","5282768",NA,"","",NA,"cis-Gondoic acid"
"HMDB02231",3,"Cancer Prevention Study II","Metabolon","COMP_ID","eicosenoate (20:1)","eicosenoate (20:1)",NA,"X33587","HMDB02231","","5282768",NA,"","",NA,"cis-Gondoic acid"
"HMDB02231",5,"Cancer Prevention Study II","Metabolon","COMP_ID","eicosenoate (20:1)","eicosenoate (20:1)",NA,"X33587","HMDB02231","","5282768",NA,"","",NA,"cis-Gondoic acid"
"HMDB02231",6,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","eicosenoate (20:1n9 or 11)","eicosenoate__20_1n9_or_11_",NA,"","","","",NA,"","",NA,"cis-Gondoic acid"
"HMDB02231",7,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","eicosenoate (20:1n9 or 11)","eicosenoate__20_1n9_or_11_",NA,"","","","",NA,"","",NA,"cis-Gondoic acid"
"HMDB02231",8,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","eicosenoate (20:1n9 or 11)","eicosenoate__20_1n9_or_11_",NA,"","","","",NA,"","",NA,"cis-Gondoic acid"
"HMDB02231",9,"Shanghai Physical Activity Study","Metabolon","COMP_ID","Eicosenoate (20:1n9 or 11)","eicosenoate__20_1n9_or_11_",NA,"33587","HMDB02231","","5282768",NA,"","",NA,"cis-Gondoic acid"
"HMDB02231",10,"Shanghai Physical Activity Study","Metabolon","COMP_ID","eicosenoate (20:1n9 or 11)","eicosenoate__20_1n9_or_11_",NA,"33587","HMDB02231","","5282768",NA,"","",NA,"cis-Gondoic acid"
"HMDB02231",11,"Shanghai Women's Health Study","Metabolon","CORE_FILE_NAME","Eicosenoate (20:1n9 or 11)","eicosenoate__20_1n9_or_11_",NA,"","","","",NA,"","",NA,"cis-Gondoic acid"
"HMDB02231",20,"Twins United Kingdom","Metabolon","CHEMICAL_ID","eicosenoate (20:1)","m33587",100001335,"33587","HMDB02231","","",NA,"","",NA,"cis-Gondoic acid"
"HMDB02231",21,"Well for life China","Metabolon","COMP_ID","eicosenoate (20:1)","eicosenoate_(20:1)",NA,"33587","HMDB02231","","5282768",NA,"","",NA,"cis-Gondoic acid"
"HMDB02231",24,"Born in Bradford","Metabolon","CHEMICAL_ID","eicosenoate (20:1)","metmss33587",100001335,"33587","HMDB02231","","5282768",NA,"","",NA,"cis-Gondoic acid"
"HMDB02231",29,"Twins United Kingdom","Metabolon","CHEMICAL_ID","eicosenoate (20:1)","m33587",100001335,"33587","HMDB02231","","",NA,"","",NA,"cis-Gondoic acid"
"HMDB02231",30,"Airwave Health Monitoring Study","Metabolon","CHEMICAL_ID","eicosenoate (20:1)","eicosenoate__20_1_",100001335,"33587","HMDB02231","","5282768",4445895,"","",NA,"cis-Gondoic acid"
"HMDB02231",31,"Shanghai Men's Health Study","Metabolon","BIOCHEMICAL_NAME","eicosenoate (20:1n9 or 11)","logm150",NA,"","","","",NA,"","",NA,"cis-Gondoic acid"
"HMDB02231",33,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","eicosenoate (20:1n9 or 11)","eicosenoate__20_1n9_or_11_",100001335,"33587","HMDB02231","","",NA,"","",NA,"cis-Gondoic acid"
"HMDB02231",34,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","eicosenoate (20:1n9 or 11)","eicosenoate__20_1n9_or_11_",100001335,"33587","","","5282768",NA,"","",NA,"cis-Gondoic acid"
"HMDB02231",35,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","eicosenoate (20:1n9 or 11)","eicosenoate__20_1n9_or_11_",100001335,"33587","HMDB02231","","5282768",NA,"","",NA,"cis-Gondoic acid"
"HMDB02231",36,"Atherosclerosis Risk in Communities Study","Metabolon","COMP_ID","eicosenoate (20:1n9 or 11)","eicosenoate201n9_std",NA,"33587","","","5282768",NA,"","",NA,"cis-Gondoic acid"
"HMDB02231",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","COMP_ID","eicosenoate (20:1n9 or 11)","m_242",NA,"33587","","","5282768",NA,"","",NA,"cis-Gondoic acid"
"HMDB02231",59,"Breast Cancer Family Registry","Metabolon","COMP_ID","eicosenoate (20:1)","eicosenoate (20:1)",NA,"33587","","","5282768",NA,"","",NA,"cis-Gondoic acid"
"HMDB02231",68,"Cooperative Health Research in the Region of Augsburg","Metabolon","HMDB_ID","eicosenoate (20:1n9 or 11)","m33587",NA,"","HMDB02231","","",NA,"","",NA,"cis-Gondoic acid"
"HMDB02231",69,"Copenhagen Prospective Study on Asthma in Childhood 2010","Metabolon","COMP_ID","eicosenoate (20:1n9 or 1n11)","33587",NA,"33587","","","5282768",NA,"","",NA,"cis-Gondoic acid"
"HMDB0002232",14,"Osteoporotic Fractures in Men","Pacific Northwest National Labs","NEW UID","8,9-Epoxyeicosa-5,11,14-trienoic acid","_8_9__epetre",NA,"","","","5283203",NA,"","DBWQSCSXHFNTMO-TYAUOURKSA-N",NA,"8,9-EpETrE"
"HMDB02243",2,"Prostate Lung Colorectal and Ovarian Cancer Screening Trial","Metabolon","COMP_ID","picolinate","picolinate",NA,"1512","HMDB02243","","1018",NA,"","",NA,"Picolinic acid"
"HMDB02243",5,"Cancer Prevention Study II","Metabolon","COMP_ID","picolinate","picolinate",NA,"X1512","HMDB02243","","1018",NA,"","",NA,"Picolinic acid"
"HMDB02243",21,"Well for life China","Metabolon","COMP_ID","picolinate","picolinate",NA,"1512","HMDB02243","","1018",NA,"","",NA,"Picolinic acid"
"HMDB02243",24,"Born in Bradford","Metabolon","CHEMICAL_ID","picolinate","metmss1512",1022,"1512","HMDB02243","","1018",NA,"","",NA,"Picolinic acid"
"HMDB02243",30,"Airwave Health Monitoring Study","Metabolon","CHEMICAL_ID","picolinate","picolinate",1022,"1512","HMDB02243","98-98-6","1018",993,"C10164","",NA,"Picolinic acid"
"HMDB02243",35,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","picolinate","picolinate",1022,"1512","HMDB02243","98-98-6","1018",NA,"C10164","",NA,"Picolinic acid"
"HMDB02243",69,"Copenhagen Prospective Study on Asthma in Childhood 2010","Metabolon","COMP_ID","picolinate","1512",NA,"1512","","","1018",NA,"","",NA,"Picolinic acid"
"HMDB02250",3,"Cancer Prevention Study II","Metabolon","COMP_ID","laurylcarnitine (C12)","laurylcarnitine (c12)",NA,"X34534","HMDB02250","","10427569",NA,"","",NA,"CAR 12:0"
"HMDB02250",5,"Cancer Prevention Study II","Metabolon","COMP_ID","laurylcarnitine (C12)","laurylcarnitine (c12)",NA,"X34534","HMDB02250","","10427569",NA,"","",NA,"CAR 12:0"
"HMDB02250",6,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","laurylcarnitine","laurylcarnitine",NA,"","","","",NA,"","",NA,"CAR 12:0"
"HMDB02250",7,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","laurylcarnitine","laurylcarnitine",NA,"","","","",NA,"","",NA,"CAR 12:0"
"HMDB02250",8,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","laurylcarnitine","laurylcarnitine",NA,"","","","",NA,"","",NA,"CAR 12:0"
"HMDB02250",9,"Shanghai Physical Activity Study","Metabolon","COMP_ID","Laurylcarnitine","laurylcarnitine",NA,"34534","HMDB02250","","10427570",NA,"","",NA,"CAR 12:0"
"HMDB02250",10,"Shanghai Physical Activity Study","Metabolon","COMP_ID","laurylcarnitine","laurylcarnitine",NA,"34534","HMDB02250","","10427570",NA,"","",NA,"CAR 12:0"
"HMDB02250",11,"Shanghai Women's Health Study","Metabolon","CORE_FILE_NAME","Laurylcarnitine","laurylcarnitine",NA,"","","","",NA,"","",NA,"CAR 12:0"
"HMDB02250",12,"Health, Aging and Body Composition","Broad Institute","HMDB_ID","C12_CARNITINE","c12_carnitine2",NA,"","HMDB02250","","",NA,"","",NA,"CAR 12:0"
"HMDB02250",19,"Women's Interagency HIV Study","Broad Institute","HMDB_ID","C12 carnitine","c12.carnitine",NA,"","HMDB0002250","","168381",NA,"","",NA,"CAR 12:0"
"HMDB02250",21,"Well for life China","Metabolon","COMP_ID","laurylcarnitine (C12)","laurylcarnitine_(c12)",NA,"34534","HMDB02250","","10427569",NA,"","",NA,"CAR 12:0"
"HMDB02250",24,"Born in Bradford","Metabolon","CHEMICAL_ID","laurylcarnitine (C12)","metmss34534",100001392,"34534","HMDB02250","","10427569",NA,"","",NA,"CAR 12:0"
"HMDB02250",29,"Twins United Kingdom","Metabolon","CHEMICAL_ID","laurylcarnitine","m34534",100001392,"34534","HMDB02250","","",NA,"","",NA,"CAR 12:0"
"HMDB02250",30,"Airwave Health Monitoring Study","Metabolon","CHEMICAL_ID","laurylcarnitine (C12)","laurylcarnitine__c12_",100001392,"34534","HMDB02250","25518-54-1","10427569",8602997,"","",NA,"CAR 12:0"
"HMDB02250",31,"Shanghai Men's Health Study","Metabolon","BIOCHEMICAL_NAME","laurylcarnitine","logm203",NA,"","","","",NA,"","",NA,"CAR 12:0"
"HMDB02250",33,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","laurylcarnitine","laurylcarnitine",100001392,"34534","HMDB02250","25518-54-1;","10427569",NA,"","",NA,"CAR 12:0"
"HMDB02250",34,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","laurylcarnitine","laurylcarnitine",100001392,"34534","HMDB02250","25518-54-1;","10427569",NA,"","",NA,"CAR 12:0"
"HMDB02250",35,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","laurylcarnitine","laurylcarnitine",100001392,"34534","HMDB02250","25518-54-1","10427569",NA,"","",NA,"CAR 12:0"
"HMDB02250",36,"Atherosclerosis Risk in Communities Study","Metabolon","COMP_ID","laurylcarnitine","laurylcarnitine_std",NA,"34534","","","10427569",NA,"","",NA,"CAR 12:0"
"HMDB02250",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","COMP_ID","laurylcarnitine","m_327",NA,"34534","HMDB02250","","10427569",NA,"","",NA,"CAR 12:0"
"HMDB02250",45,"Estonia Biobank Obesity Extremes","Broad Institute","BIOCHEMICAL_NAME","C12_carnitine","c12_carnitine",NA,"","","","",NA,"","",NA,NA
"HMDB02250",46,"Nurses Health Study II","Broad Institute","HMDB_ID","C12 carnitine","z_ln_hmdb02250",NA,"","HMDB02250","","",NA,"","",NA,"CAR 12:0"
"HMDB02250",47,"Nurses Health Study","Broad Institute","HMDB_ID","C12 carnitine","z_ln_hmdb02250",NA,"","HMDB02250","","",NA,"","",NA,"CAR 12:0"
"HMDB02250",50,"Women's Health Initiative","Broad Institute","HMDB_ID","C12 carnitine","c12.carnitine",NA,"","HMDB02250","","",NA,"","",NA,"CAR 12:0"
"HMDB02250",59,"Breast Cancer Family Registry","Metabolon","COMP_ID","laurylcarnitine","laurylcarnitine",NA,"34534","","","10427569",NA,"","",NA,"CAR 12:0"
"HMDB02250",68,"Cooperative Health Research in the Region of Augsburg","Metabolon","HMDB_ID","laurylcarnitine","m34534",NA,"","HMDB02250","","",NA,"","",NA,"CAR 12:0"
"HMDB02250",69,"Copenhagen Prospective Study on Asthma in Childhood 2010","Metabolon","COMP_ID","laurylcarnitine (C12)","34534",NA,"34534","","","10427569",NA,"","",NA,"CAR 12:0"
"HMDB02250",72,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Broad Institute","HMDB_ID","C12 carnitine","hil-pos_c12_carnitine",NA,"","HMDB02250","","",NA,"","",NA,"CAR 12:0"
"HMDB02259",2,"Prostate Lung Colorectal and Ovarian Cancer Screening Trial","Metabolon","COMP_ID","margarate (17:0)","margarate__17_0_",NA,"1121","HMDB02259","","10465",NA,"","",NA,"Margaric acid"
"HMDB02259",3,"Cancer Prevention Study II","Metabolon","COMP_ID","margarate (17:0)","margarate (17:0)",NA,"X1121","HMDB02259","","10465",NA,"","",NA,"Margaric acid"
"HMDB02259",4,"Baependi Heart Study","Agilent Center of Excellence Brazil","HMDB_ID","heptadecanoic acid","[10465] heptadecanoic acid [19.8]",NA,"","HMDB02259","1002-82-0","",NA,"","",NA,"Margaric acid"
"HMDB02259",5,"Cancer Prevention Study II","Metabolon","COMP_ID","margarate (17:0)","margarate (17:0)",NA,"X1121","HMDB02259","","10465",NA,"","",NA,"Margaric acid"
"HMDB02259",6,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","margarate (17:0)","margarate__17_0_",NA,"","","","",NA,"","",NA,"Margaric acid"
"HMDB02259",7,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","margarate (17:0)","margarate__17_0_",NA,"","","","",NA,"","",NA,"Margaric acid"
"HMDB02259",8,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","margarate (17:0)","margarate__17_0_",NA,"","","","",NA,"","",NA,"Margaric acid"
"HMDB02259",9,"Shanghai Physical Activity Study","Metabolon","COMP_ID","Margarate (17:0)","margarate__17_0_",NA,"1121","HMDB02259","","10465",NA,"","",NA,"Margaric acid"
"HMDB02259",10,"Shanghai Physical Activity Study","Metabolon","COMP_ID","margarate (17:0)","margarate__17_0_",NA,"1121","HMDB02259","","10465",NA,"","",NA,"Margaric acid"
"HMDB02259",11,"Shanghai Women's Health Study","Metabolon","CORE_FILE_NAME","Margarate (17:0)","margarate__17_0_",NA,"","","","",NA,"","",NA,"Margaric acid"
"HMDB02259",20,"Twins United Kingdom","Metabolon","CHEMICAL_ID","margarate (17:0)","m01121",891,"1121","HMDB02259","","",NA,"","",NA,"Margaric acid"
"HMDB02259",21,"Well for life China","Metabolon","COMP_ID","margarate (17:0)","margarate_(17:0)",NA,"1121","HMDB02259","","10465",NA,"","",NA,"Margaric acid"
"HMDB02259",24,"Born in Bradford","Metabolon","CHEMICAL_ID","margarate (17:0)","metmss1121",891,"1121","HMDB02259","","10465",NA,"","",NA,"Margaric acid"
"HMDB02259",29,"Twins United Kingdom","Metabolon","CHEMICAL_ID","margarate (17:0)","m01121",891,"1121","HMDB02259","","",NA,"","",NA,"Margaric acid"
"HMDB02259",30,"Airwave Health Monitoring Study","Metabolon","CHEMICAL_ID","margarate (17:0)","margarate__17_0_",891,"1121","HMDB02259","506-12-7","10465",10033,"","",NA,"Margaric acid"
"HMDB02259",31,"Shanghai Men's Health Study","Metabolon","BIOCHEMICAL_NAME","margarate (17:0)","logm212",NA,"","","","",NA,"","",NA,"Margaric acid"
"HMDB02259",33,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","margarate (17:0)","margarate__17_0_",891,"1121","HMDB02259","506-12-7;","10465",NA,"","",NA,"Margaric acid"
"HMDB02259",34,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","margarate (17:0)","margarate__17_0_",891,"1121","HMDB02259","506-12-7;","10465",NA,"","",NA,"Margaric acid"
"HMDB02259",35,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","margarate (17:0)","margarate__17_0_",891,"1121","HMDB02259","506-12-7","10465",NA,"","",NA,"Margaric acid"
"HMDB02259",36,"Atherosclerosis Risk in Communities Study","Metabolon","COMP_ID","margarate (17:0)","margarate170_std",NA,"1121","","","10465",NA,"","",NA,"Margaric acid"
"HMDB02259",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","COMP_ID","margarate (17:0)","m_343",NA,"1121","HMDB02259","","10465",NA,"","",NA,"Margaric acid"
"HMDB02259",59,"Breast Cancer Family Registry","Metabolon","COMP_ID","margarate (17:0)","margarate (17:0)",NA,"1121","","","10465",NA,"","",NA,"Margaric acid"
"HMDB02259",68,"Cooperative Health Research in the Region of Augsburg","Metabolon","HMDB_ID","margarate (17:0)","m01121",NA,"","HMDB02259","","",NA,"","",NA,"Margaric acid"
"HMDB02259",69,"Copenhagen Prospective Study on Asthma in Childhood 2010","Metabolon","COMP_ID","margarate (17:0)","1121",NA,"1121","","","10465",NA,"","",NA,"Margaric acid"
"HMDB02259_B1",4,"Baependi Heart Study","Agilent Center of Excellence Brazil","HMDB_ID","Heptadecanoic acid","heptadecanoic acid. tms derivative",NA,"","HMDB02259","1002-82-0","",NA,"","",NA,"Margaric acid"
"HMDB02261",33,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","2-hydroxymyristate","_2_hydroxymyristate",100001180,"32413","HMDB02261","2507-55-3 ;","1563",NA,"C13790","",NA,"2-Hydroxymyristic acid"
"HMDB02261",35,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","2-hydroxymyristate","_2_hydroxymyristate",100001180,"32413","HMDB02261","2507-55-3","1563",NA,"C13790","",NA,"2-Hydroxymyristic acid"
"HMDB02264",2,"Prostate Lung Colorectal and Ovarian Cancer Screening Trial","Metabolon","COMP_ID","2-hydroxyoctanoate","_2_hydroxyoctanoate",NA,"22036","HMDB02264","","94180",NA,"","",NA,"2-Hydroxyoctanoic acid"
"HMDB02264",3,"Cancer Prevention Study II","Metabolon","COMP_ID","2-hydroxyoctanoate","_2-hydroxyoctanoate",NA,"X22036","HMDB02264","","94180",NA,"","",NA,"2-Hydroxyoctanoic acid"
"HMDB02264",5,"Cancer Prevention Study II","Metabolon","COMP_ID","2-hydroxyoctanoate","_2-hydroxyoctanoate",NA,"X22036","HMDB02264","","94180",NA,"","",NA,"2-Hydroxyoctanoic acid"
"HMDB02264",6,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","2-hydroxyoctanoate","_2_hydroxyoctanoate",NA,"","","","",NA,"","",NA,"2-Hydroxyoctanoic acid"
"HMDB02264",7,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","2-hydroxyoctanoate","_2_hydroxyoctanoate",NA,"","","","",NA,"","",NA,"2-Hydroxyoctanoic acid"
"HMDB02264",8,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","2-hydroxyoctanoate","_2_hydroxyoctanoate",NA,"","","","",NA,"","",NA,"2-Hydroxyoctanoic acid"
"HMDB02264",9,"Shanghai Physical Activity Study","Metabolon","COMP_ID","2-hydroxyoctanoate","_2_hydroxyoctanoate",NA,"22036","HMDB02264","","94180",NA,"","",NA,"2-Hydroxyoctanoic acid"
"HMDB02264",10,"Shanghai Physical Activity Study","Metabolon","COMP_ID","2-hydroxyoctanoate","_2_hydroxyoctanoate",NA,"22036","HMDB02264","","94180",NA,"","",NA,"2-Hydroxyoctanoic acid"
"HMDB02264",11,"Shanghai Women's Health Study","Metabolon","CORE_FILE_NAME","2-hydroxyoctanoate","_2_hydroxyoctanoate",NA,"","","","",NA,"","",NA,"2-Hydroxyoctanoic acid"
"HMDB02264",21,"Well for life China","Metabolon","COMP_ID","2-hydroxyoctanoate","2-hydroxyoctanoate",NA,"22036","HMDB02264","","94180",NA,"","",NA,"2-Hydroxyoctanoic acid"
"HMDB02264",24,"Born in Bradford","Metabolon","CHEMICAL_ID","2-hydroxyoctanoate","metmss22036",100000743,"22036","HMDB02264","","94180",NA,"","",NA,"2-Hydroxyoctanoic acid"
"HMDB02264",29,"Twins United Kingdom","Metabolon","CHEMICAL_ID","2-hydroxyoctanoate","m22036",100000743,"22036","HMDB02264","","",NA,"","",NA,"2R-Hydroxycaprylic acid"
"HMDB02264",30,"Airwave Health Monitoring Study","Metabolon","CHEMICAL_ID","2-hydroxyoctanoate","2_hydroxyoctanoate",100000743,"22036","HMDB02264","617-73-2","94180",84994,"","",NA,"2-Hydroxyoctanoic acid"
"HMDB02264",31,"Shanghai Men's Health Study","Metabolon","BIOCHEMICAL_NAME","2-hydroxyoctanoate","logm45",NA,"","","","",NA,"","",NA,"2-Hydroxyoctanoic acid"
"HMDB02264",33,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","2-hydroxyoctanoate","_2_hydroxyoctanoate",100000743,"22036","HMDB02264","617-73-2;","94180",NA,"","",NA,"2-Hydroxyoctanoic acid"
"HMDB02264",34,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","2-hydroxyoctanoate","_2_hydroxyoctanoate",100000743,"22036","HMDB02264","617-73-2;","94180",NA,"","",NA,"2-Hydroxyoctanoic acid"
"HMDB02264",35,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","2-hydroxyoctanoate","_2_hydroxyoctanoate",100000743,"22036","HMDB02264","617-73-2","94180",NA,"","",NA,"2-Hydroxyoctanoic acid"
"HMDB02264",36,"Atherosclerosis Risk in Communities Study","Metabolon","COMP_ID","2-hydroxyoctanoate","hydroxyoctanoate2_std",NA,"22036","","","94180",NA,"","",NA,"2-Hydroxyoctanoic acid"
"HMDB02264",59,"Breast Cancer Family Registry","Metabolon","COMP_ID","2-hydroxyoctanoate","2-hydroxyoctanoate",NA,"22036","","","94180",NA,"","",NA,"2-Hydroxyoctanoic acid"
"HMDB02264",69,"Copenhagen Prospective Study on Asthma in Childhood 2010","Metabolon","COMP_ID","2-hydroxyoctanoate","22036",NA,"22036","","","94180",NA,"","",NA,"2-Hydroxyoctanoic acid"
"HMDB0002265",14,"Osteoporotic Fractures in Men","Pacific Northwest National Labs","NEW UID","14,15-dihydroxyeicosa-5,8,11-trienoic acid","_14_15_dihetre",NA,"","","","5283147",NA,"","SYAWGTIVOGUZMM-ILYOTBPNSA-N",NA,"14,15-DiHETrE"
"HMDB02271",2,"Prostate Lung Colorectal and Ovarian Cancer Screening Trial","Metabolon","COMP_ID","imidazole propionate","imidazole_propionate",NA,"40730","HMDB02271","","70630",NA,"","",NA,"Imidazolepropionic acid"
"HMDB02271",3,"Cancer Prevention Study II","Metabolon","COMP_ID","imidazole propionate","imidazole propionate",NA,"X40730","HMDB02271","","70630",NA,"","",NA,"Imidazolepropionic acid"
"HMDB02271",5,"Cancer Prevention Study II","Metabolon","COMP_ID","imidazole propionate","imidazole propionate",NA,"X40730","HMDB02271","","70630",NA,"","",NA,"Imidazolepropionic acid"
"HMDB02271",6,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","imidazole propionate","imidazole_propionate",NA,"","","","",NA,"","",NA,"Imidazole propanoate"
"HMDB02271",8,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CORE_FILE_NAME","imidazole propionate","imidazole_propionate",NA,"","","","",NA,"","",NA,"Imidazole propanoate"
"HMDB02271",10,"Shanghai Physical Activity Study","Metabolon","COMP_ID","imidazole propionate","imidazole_propionate",NA,"40730","HMDB02271","","70630",NA,"","",NA,"Imidazolepropionic acid"
"HMDB02271",11,"Shanghai Women's Health Study","Metabolon","CORE_FILE_NAME","Imidazole propionate","imidazole_propionate",NA,"","","","",NA,"","",NA,"Imidazole propanoate"
"HMDB02271",21,"Well for life China","Metabolon","COMP_ID","imidazole propionate","imidazole_propionate",NA,"40730","HMDB02271","","70630",NA,"","",NA,"Imidazolepropionic acid"
"HMDB02271",24,"Born in Bradford","Metabolon","CHEMICAL_ID","imidazole propionate","metmss40730",100003434,"40730","HMDB02271","","70630",NA,"","",NA,"Imidazolepropionic acid"
"HMDB02271",29,"Twins United Kingdom","Metabolon","CHEMICAL_ID","imidazole propionate","m40730",100003434,"40730","HMDB02271","","",NA,"","",NA,"Imidazolepropionic acid"
"HMDB02271",30,"Airwave Health Monitoring Study","Metabolon","CHEMICAL_ID","imidazole propionate","imidazole_propionate",100003434,"40730","HMDB02271","1074-59-5","70630",63798,"","",NA,"Imidazolepropionic acid"
"HMDB02271",33,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","imidazole propionate","imidazole_propionate",100003434,"40730","HMDB02271","1074-59-5;","70630",NA,"","",NA,"Imidazolepropionic acid"
"HMDB02271",34,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","imidazole propionate","imidazole_propionate",100003434,"40730","HMDB02271","1074-59-5;","70630",NA,"","",NA,"Imidazolepropionic acid"
"HMDB02271",35,"Alpha-Tocopherol Beta-Carotene Cancer Prevention Study","Metabolon","CHEMICAL_ID","imidazole propionate","imidazole_propionate",100003434,"40730","HMDB02271","1074-59-5","70630",NA,"","",NA,"Imidazolepropionic acid"
"HMDB02271",59,"Breast Cancer Family Registry","Metabolon","COMP_ID","imidazole propionate","imidazole propionate",NA,"40730","","","70630",NA,"","",NA,"Imidazole propanoate"
"HMDB02271",69,"Copenhagen Prospective Study on Asthma in Childhood 2010","Metabolon","COMP_ID","imidazole propionate","40730",NA,"40730","","","70630",NA,"","",NA,"Imidazole propanoate"
"HMDB02273",5,"Cancer Prevention Study II","Metabolon","COMP_ID","4-hydroxyglutamate","_4-hydroxyglutamate",NA,"X40499","HMDB01344","","439902",NA,"","",NA,"Erythro-4-hydroxy-glutamic acid"
"HMDB02273",24,"Born in Bradford","Metabolon","CHEMICAL_ID","4-hydroxyglutamate","metmss40499",100002544,"40499","HMDB01344","","439902",NA,"","",NA,"Erythro-4-hydroxy-glutamic acid"
"HMDB02273",30,"Airwave Health Monitoring Study","Metabolon","CHEMICAL_ID","4-hydroxyglutamate","4_hydroxyglutamate",100002544,"40499","HMDB01344","2485-33-8","439902",388936,"C03079","",NA,"4-Hydroxy-L-glutamic acid"
"HMDB02273",69,"Copenhagen Prospective Study on Asthma in Childhood 2010","Metabolon","COMP_ID","4-hydroxyglutamate","40499",NA,"40499","","","439902",NA,"","",NA,"Erythro-4-hydroxy-glutamic acid"
"HMDB02284",5,"Cancer Prevention Study II","Metabolon","COMP_ID","N-acetyl-cadaverine","n-acetyl-cadaverine",NA,"X43530","HMDB02284","","189087",NA,"","",NA,"N-Acetylcadaverine"
