"uid_01","hmdb_id","biochemical","uid_01_final","hmdb_id_final","biochemical_final","biochemical_final_final","biochemical_final_final_final","uid_01_final_1","uid_01_final_2"
"CSID4956085#HMDB01348","#HMDB0001348","(2S,3R,4E)-3-Hydroxy-2-(stearoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/18:0)","CSID4956085","HMDB0001348","(2S,3R,4E)-3-Hydroxy-2-(stearoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate","(2S,3R,4E)-3-Hydroxy-2-(stearoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate","2s_3r_4e_3_hydroxy_2_stearoylamino_4_octadecen_1_yl 2_trimethylammonio_ethyl phosphate","CSID4956085","CSID4956085"
"CSID4956085#HMDB01348","#HMDB0001348","(2S,3R,4E)-3-Hydroxy-2-(stearoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/18:0)","CSID4956085","HMDB0001348","SM(d18:1/18:0)","SM(d18:1/18:0)","sm_d18_1_18_0","CSID4956085","CSID4956085"
"CSID4956085#HMDB01348","#HMDB0001348","(2S,3R,4E)-3-Hydroxy-2-(stearoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/18:0)","HMDB01348","","(2S,3R,4E)-3-Hydroxy-2-(stearoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate","(2S,3R,4E)-3-Hydroxy-2-(stearoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate","2s_3r_4e_3_hydroxy_2_stearoylamino_4_octadecen_1_yl 2_trimethylammonio_ethyl phosphate","HMDB01348","HMDB0001348"
"CSID4956085#HMDB01348","#HMDB0001348","(2S,3R,4E)-3-Hydroxy-2-(stearoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/18:0)","HMDB01348","","SM(d18:1/18:0)","SM(d18:1/18:0)","sm_d18_1_18_0","HMDB01348","HMDB0001348"
"CSID4956085#HMDB01348","#HMDB0001348","(2S,3R,4E)-3-Hydroxy-2-(stearoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/18:0)","HMDB01348","HMDB0001348","(2S,3R,4E)-3-Hydroxy-2-(stearoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate","(2S,3R,4E)-3-Hydroxy-2-(stearoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate","2s_3r_4e_3_hydroxy_2_stearoylamino_4_octadecen_1_yl 2_trimethylammonio_ethyl phosphate","HMDB01348","HMDB0001348"
"CSID4956085#HMDB01348","#HMDB0001348","(2S,3R,4E)-3-Hydroxy-2-(stearoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/18:0)","HMDB01348","HMDB0001348","SM(d18:1/18:0)","SM(d18:1/18:0)","sm_d18_1_18_0","HMDB01348","HMDB0001348"
"HMDB12100#HMDB12101","HMDB0012100#HMDB0012101","SM(d18:1/18:1(11Z))#SM(d18:1/18:1(9Z))","HMDB12100","HMDB0012100","SM(d18:1/18:1(11Z))","SM(d18:1/18:1(11Z))","sm_d18_1_18_1_11z","HMDB12100","HMDB0012100"
"HMDB12100#HMDB12101","HMDB0012100#HMDB0012101","SM(d18:1/18:1(11Z))#SM(d18:1/18:1(9Z))","HMDB12100","HMDB0012100","SM(d18:1/18:1(9Z))","SM(d18:1/18:1(9Z))","sm_d18_1_18_1_9z","HMDB12100","HMDB0012100"
"HMDB12100#HMDB12101","HMDB0012100#HMDB0012101","SM(d18:1/18:1(11Z))#SM(d18:1/18:1(9Z))","HMDB12100","HMDB0012101","SM(d18:1/18:1(11Z))","SM(d18:1/18:1(11Z))","sm_d18_1_18_1_11z","HMDB12100","HMDB0012100"
"HMDB12100#HMDB12101","HMDB0012100#HMDB0012101","SM(d18:1/18:1(11Z))#SM(d18:1/18:1(9Z))","HMDB12100","HMDB0012101","SM(d18:1/18:1(9Z))","SM(d18:1/18:1(9Z))","sm_d18_1_18_1_9z","HMDB12100","HMDB0012100"
"HMDB12100#HMDB12101","HMDB0012100#HMDB0012101","SM(d18:1/18:1(11Z))#SM(d18:1/18:1(9Z))","HMDB12101","HMDB0012100","SM(d18:1/18:1(11Z))","SM(d18:1/18:1(11Z))","sm_d18_1_18_1_11z","HMDB12101","HMDB0012101"
"HMDB12100#HMDB12101","HMDB0012100#HMDB0012101","SM(d18:1/18:1(11Z))#SM(d18:1/18:1(9Z))","HMDB12101","HMDB0012100","SM(d18:1/18:1(9Z))","SM(d18:1/18:1(9Z))","sm_d18_1_18_1_9z","HMDB12101","HMDB0012101"
"HMDB12100#HMDB12101","HMDB0012100#HMDB0012101","SM(d18:1/18:1(11Z))#SM(d18:1/18:1(9Z))","HMDB12101","HMDB0012101","SM(d18:1/18:1(11Z))","SM(d18:1/18:1(11Z))","sm_d18_1_18_1_11z","HMDB12101","HMDB0012101"
"HMDB12100#HMDB12101","HMDB0012100#HMDB0012101","SM(d18:1/18:1(11Z))#SM(d18:1/18:1(9Z))","HMDB12101","HMDB0012101","SM(d18:1/18:1(9Z))","SM(d18:1/18:1(9Z))","sm_d18_1_18_1_9z","HMDB12101","HMDB0012101"
"CHEM100015787","","Sphingomyelin (d18:1/19:0, d19:1/18:0)*","CHEM100015787","","Sphingomyelin (d18:1/19:0, d19:1/18:0)*","Sphingomyelin (d18:1/19:0, d19:1/18:0)*","sphingomyelin_d18_1_19_0_d19_1_18_0","CHEM100015787","CHEM100015787"
"CHEM100006293","","Sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*","CHEM100006293","","Sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*","Sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*","sphingomyelin_d18_1_20_2_d18_2_20_1_d16_1_22_2","CHEM100006293","CHEM100006293"
"CHEM100009025#PUBCHEM52931193","#","Sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*#SM (d18:1/21:0)","CHEM100009025","","Sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*","Sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*","sphingomyelin_d18_1_21_0_d17_1_22_0_d16_1_23_0","CHEM100009025","CHEM100009025"
"CHEM100009025#PUBCHEM52931193","#","Sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*#SM (d18:1/21:0)","CHEM100009025","","SM (d18:1/21:0)","SM (d18:1/21:0)","sm_d18_1_21_0","CHEM100009025","CHEM100009025"
"CHEM100009025#PUBCHEM52931193","#","Sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*#SM (d18:1/21:0)","PUBCHEM52931193","","Sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*","Sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*","sphingomyelin_d18_1_21_0_d17_1_22_0_d16_1_23_0","PUBCHEM52931193","PUBCHEM52931193"
"CHEM100009025#PUBCHEM52931193","#","Sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*#SM (d18:1/21:0)","PUBCHEM52931193","","SM (d18:1/21:0)","SM (d18:1/21:0)","sm_d18_1_21_0","PUBCHEM52931193","PUBCHEM52931193"
"CHEM100006296","","Sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*","CHEM100006296","","Sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*","Sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*","sphingomyelin_d18_1_22_2_d18_2_22_1_d16_1_24_2","CHEM100006296","CHEM100006296"
"CSID24608393#HMDB12105","#HMDB0012105","Sphingomyelin d18:1-C23:0#SM(d18:1/23:0)","CSID24608393","","Sphingomyelin d18:1-C23:0","Sphingomyelin d18:1-C23:0","sphingomyelin d18_1_c23_0","CSID24608393","CSID24608393"
"CSID24608393#HMDB12105","#HMDB0012105","Sphingomyelin d18:1-C23:0#SM(d18:1/23:0)","CSID24608393","","SM(d18:1/23:0)","SM(d18:1/23:0)","sm_d18_1_23_0","CSID24608393","CSID24608393"
"CSID24608393#HMDB12105","#HMDB0012105","Sphingomyelin d18:1-C23:0#SM(d18:1/23:0)","CSID24608393","HMDB0012105","Sphingomyelin d18:1-C23:0","Sphingomyelin d18:1-C23:0","sphingomyelin d18_1_c23_0","CSID24608393","CSID24608393"
"CSID24608393#HMDB12105","#HMDB0012105","Sphingomyelin d18:1-C23:0#SM(d18:1/23:0)","CSID24608393","HMDB0012105","SM(d18:1/23:0)","SM(d18:1/23:0)","sm_d18_1_23_0","CSID24608393","CSID24608393"
"CSID24608393#HMDB12105","#HMDB0012105","Sphingomyelin d18:1-C23:0#SM(d18:1/23:0)","HMDB12105","","Sphingomyelin d18:1-C23:0","Sphingomyelin d18:1-C23:0","sphingomyelin d18_1_c23_0","HMDB12105","HMDB0012105"
"CSID24608393#HMDB12105","#HMDB0012105","Sphingomyelin d18:1-C23:0#SM(d18:1/23:0)","HMDB12105","","SM(d18:1/23:0)","SM(d18:1/23:0)","sm_d18_1_23_0","HMDB12105","HMDB0012105"
"CSID24608393#HMDB12105","#HMDB0012105","Sphingomyelin d18:1-C23:0#SM(d18:1/23:0)","HMDB12105","HMDB0012105","Sphingomyelin d18:1-C23:0","Sphingomyelin d18:1-C23:0","sphingomyelin d18_1_c23_0","HMDB12105","HMDB0012105"
"CSID24608393#HMDB12105","#HMDB0012105","Sphingomyelin d18:1-C23:0#SM(d18:1/23:0)","HMDB12105","HMDB0012105","SM(d18:1/23:0)","SM(d18:1/23:0)","sm_d18_1_23_0","HMDB12105","HMDB0012105"
"CHEM100006298#CSID24846875#HMDB11697","##HMDB0011697","Lignoceroyl sphingomyelin (d18:1/24:0)#(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/24:0)","CHEM100006298","","Lignoceroyl sphingomyelin (d18:1/24:0)","Lignoceroyl sphingomyelin (d18:1/24:0)","lignoceroyl sphingomyelin_d18_1_24_0","CHEM100006298","CHEM100006298"
"CHEM100006298#CSID24846875#HMDB11697","##HMDB0011697","Lignoceroyl sphingomyelin (d18:1/24:0)#(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/24:0)","CHEM100006298","","(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate","(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate","2s_3r_4e_3_hydroxy_2_tetracosanoylamino_4_octadecen_1_yl 2_trimethylammonio_ethyl phosphate","CHEM100006298","CHEM100006298"
"CHEM100006298#CSID24846875#HMDB11697","##HMDB0011697","Lignoceroyl sphingomyelin (d18:1/24:0)#(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/24:0)","CHEM100006298","","SM(d18:1/24:0)","SM(d18:1/24:0)","sm_d18_1_24_0","CHEM100006298","CHEM100006298"
"CHEM100006298#CSID24846875#HMDB11697","##HMDB0011697","Lignoceroyl sphingomyelin (d18:1/24:0)#(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/24:0)","CHEM100006298","HMDB0011697","Lignoceroyl sphingomyelin (d18:1/24:0)","Lignoceroyl sphingomyelin (d18:1/24:0)","lignoceroyl sphingomyelin_d18_1_24_0","CHEM100006298","CHEM100006298"
"CHEM100006298#CSID24846875#HMDB11697","##HMDB0011697","Lignoceroyl sphingomyelin (d18:1/24:0)#(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/24:0)","CHEM100006298","HMDB0011697","(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate","(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate","2s_3r_4e_3_hydroxy_2_tetracosanoylamino_4_octadecen_1_yl 2_trimethylammonio_ethyl phosphate","CHEM100006298","CHEM100006298"
"CHEM100006298#CSID24846875#HMDB11697","##HMDB0011697","Lignoceroyl sphingomyelin (d18:1/24:0)#(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/24:0)","CHEM100006298","HMDB0011697","SM(d18:1/24:0)","SM(d18:1/24:0)","sm_d18_1_24_0","CHEM100006298","CHEM100006298"
"CHEM100006298#CSID24846875#HMDB11697","##HMDB0011697","Lignoceroyl sphingomyelin (d18:1/24:0)#(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/24:0)","CSID24846875","","Lignoceroyl sphingomyelin (d18:1/24:0)","Lignoceroyl sphingomyelin (d18:1/24:0)","lignoceroyl sphingomyelin_d18_1_24_0","CSID24846875","CSID24846875"
"CHEM100006298#CSID24846875#HMDB11697","##HMDB0011697","Lignoceroyl sphingomyelin (d18:1/24:0)#(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/24:0)","CSID24846875","","(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate","(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate","2s_3r_4e_3_hydroxy_2_tetracosanoylamino_4_octadecen_1_yl 2_trimethylammonio_ethyl phosphate","CSID24846875","CSID24846875"
"CHEM100006298#CSID24846875#HMDB11697","##HMDB0011697","Lignoceroyl sphingomyelin (d18:1/24:0)#(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/24:0)","CSID24846875","","SM(d18:1/24:0)","SM(d18:1/24:0)","sm_d18_1_24_0","CSID24846875","CSID24846875"
"CHEM100006298#CSID24846875#HMDB11697","##HMDB0011697","Lignoceroyl sphingomyelin (d18:1/24:0)#(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/24:0)","CSID24846875","HMDB0011697","Lignoceroyl sphingomyelin (d18:1/24:0)","Lignoceroyl sphingomyelin (d18:1/24:0)","lignoceroyl sphingomyelin_d18_1_24_0","CSID24846875","CSID24846875"
"CHEM100006298#CSID24846875#HMDB11697","##HMDB0011697","Lignoceroyl sphingomyelin (d18:1/24:0)#(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/24:0)","CSID24846875","HMDB0011697","(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate","(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate","2s_3r_4e_3_hydroxy_2_tetracosanoylamino_4_octadecen_1_yl 2_trimethylammonio_ethyl phosphate","CSID24846875","CSID24846875"
"CHEM100006298#CSID24846875#HMDB11697","##HMDB0011697","Lignoceroyl sphingomyelin (d18:1/24:0)#(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/24:0)","CSID24846875","HMDB0011697","SM(d18:1/24:0)","SM(d18:1/24:0)","sm_d18_1_24_0","CSID24846875","CSID24846875"
"CHEM100006298#CSID24846875#HMDB11697","##HMDB0011697","Lignoceroyl sphingomyelin (d18:1/24:0)#(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/24:0)","HMDB11697","","Lignoceroyl sphingomyelin (d18:1/24:0)","Lignoceroyl sphingomyelin (d18:1/24:0)","lignoceroyl sphingomyelin_d18_1_24_0","HMDB11697","HMDB0011697"
"CHEM100006298#CSID24846875#HMDB11697","##HMDB0011697","Lignoceroyl sphingomyelin (d18:1/24:0)#(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/24:0)","HMDB11697","","(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate","(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate","2s_3r_4e_3_hydroxy_2_tetracosanoylamino_4_octadecen_1_yl 2_trimethylammonio_ethyl phosphate","HMDB11697","HMDB0011697"
"CHEM100006298#CSID24846875#HMDB11697","##HMDB0011697","Lignoceroyl sphingomyelin (d18:1/24:0)#(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/24:0)","HMDB11697","","SM(d18:1/24:0)","SM(d18:1/24:0)","sm_d18_1_24_0","HMDB11697","HMDB0011697"
"CHEM100006298#CSID24846875#HMDB11697","##HMDB0011697","Lignoceroyl sphingomyelin (d18:1/24:0)#(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/24:0)","HMDB11697","HMDB0011697","Lignoceroyl sphingomyelin (d18:1/24:0)","Lignoceroyl sphingomyelin (d18:1/24:0)","lignoceroyl sphingomyelin_d18_1_24_0","HMDB11697","HMDB0011697"
"CHEM100006298#CSID24846875#HMDB11697","##HMDB0011697","Lignoceroyl sphingomyelin (d18:1/24:0)#(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/24:0)","HMDB11697","HMDB0011697","(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate","(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate","2s_3r_4e_3_hydroxy_2_tetracosanoylamino_4_octadecen_1_yl 2_trimethylammonio_ethyl phosphate","HMDB11697","HMDB0011697"
"CHEM100006298#CSID24846875#HMDB11697","##HMDB0011697","Lignoceroyl sphingomyelin (d18:1/24:0)#(2S,3R,4E)-3-Hydroxy-2-(tetracosanoylamino)-4-octadecen-1-yl 2-(trimethylammonio)ethyl phosphate#SM(d18:1/24:0)","HMDB11697","HMDB0011697","SM(d18:1/24:0)","SM(d18:1/24:0)","sm_d18_1_24_0","HMDB11697","HMDB0011697"
"CHEM100015792","","Sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*","CHEM100015792","","Sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*","Sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*","sphingomyelin_d18_1_25_0_d19_0_24_1_d20_1_23_0_d19_1_24_0","CHEM100015792","CHEM100015792"
"CHEM100015788#PUBCHEM52931155","#","Sphingomyelin (d18:2/18:1)*#SM (d18:2/18:1)","CHEM100015788","","Sphingomyelin (d18:2/18:1)*","Sphingomyelin (d18:2/18:1)*","sphingomyelin_d18_2_18_1","CHEM100015788","CHEM100015788"
"CHEM100015788#PUBCHEM52931155","#","Sphingomyelin (d18:2/18:1)*#SM (d18:2/18:1)","CHEM100015788","","SM (d18:2/18:1)","SM (d18:2/18:1)","sm_d18_2_18_1","CHEM100015788","CHEM100015788"
"CHEM100015788#PUBCHEM52931155","#","Sphingomyelin (d18:2/18:1)*#SM (d18:2/18:1)","PUBCHEM52931155","","Sphingomyelin (d18:2/18:1)*","Sphingomyelin (d18:2/18:1)*","sphingomyelin_d18_2_18_1","PUBCHEM52931155","PUBCHEM52931155"
"CHEM100015788#PUBCHEM52931155","#","Sphingomyelin (d18:2/18:1)*#SM (d18:2/18:1)","PUBCHEM52931155","","SM (d18:2/18:1)","SM (d18:2/18:1)","sm_d18_2_18_1","PUBCHEM52931155","PUBCHEM52931155"
"CHEM100015790","","Sphingomyelin (d18:2/21:0, d16:2/23:0)*","CHEM100015790","","Sphingomyelin (d18:2/21:0, d16:2/23:0)*","Sphingomyelin (d18:2/21:0, d16:2/23:0)*","sphingomyelin_d18_2_21_0_d16_2_23_0","CHEM100015790","CHEM100015790"
"CHEM100008956#PUBCHEM52931209","#","Sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*#SM (d18:2/23:0)","CHEM100008956","","Sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*","Sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*","sphingomyelin_d18_2_23_0_d18_1_23_1_d17_1_24_1","CHEM100008956","CHEM100008956"
"CHEM100008956#PUBCHEM52931209","#","Sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*#SM (d18:2/23:0)","CHEM100008956","","SM (d18:2/23:0)","SM (d18:2/23:0)","sm_d18_2_23_0","CHEM100008956","CHEM100008956"
"CHEM100008956#PUBCHEM52931209","#","Sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*#SM (d18:2/23:0)","PUBCHEM52931209","","Sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*","Sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*","sphingomyelin_d18_2_23_0_d18_1_23_1_d17_1_24_1","PUBCHEM52931209","PUBCHEM52931209"
"CHEM100008956#PUBCHEM52931209","#","Sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*#SM (d18:2/23:0)","PUBCHEM52931209","","SM (d18:2/23:0)","SM (d18:2/23:0)","sm_d18_2_23_0","PUBCHEM52931209","PUBCHEM52931209"
"CHEM100008957#PUBCHEM52931215","#","Sphingomyelin (d18:2/24:1, d18:1/24:2)*#SM (d18:2/24:1)","CHEM100008957","","Sphingomyelin (d18:2/24:1, d18:1/24:2)*","Sphingomyelin (d18:2/24:1, d18:1/24:2)*","sphingomyelin_d18_2_24_1_d18_1_24_2","CHEM100008957","CHEM100008957"
"CHEM100008957#PUBCHEM52931215","#","Sphingomyelin (d18:2/24:1, d18:1/24:2)*#SM (d18:2/24:1)","CHEM100008957","","SM (d18:2/24:1)","SM (d18:2/24:1)","sm_d18_2_24_1","CHEM100008957","CHEM100008957"
"CHEM100008957#PUBCHEM52931215","#","Sphingomyelin (d18:2/24:1, d18:1/24:2)*#SM (d18:2/24:1)","PUBCHEM52931215","","Sphingomyelin (d18:2/24:1, d18:1/24:2)*","Sphingomyelin (d18:2/24:1, d18:1/24:2)*","sphingomyelin_d18_2_24_1_d18_1_24_2","PUBCHEM52931215","PUBCHEM52931215"
"CHEM100008957#PUBCHEM52931215","#","Sphingomyelin (d18:2/24:1, d18:1/24:2)*#SM (d18:2/24:1)","PUBCHEM52931215","","SM (d18:2/24:1)","SM (d18:2/24:1)","sm_d18_2_24_1","PUBCHEM52931215","PUBCHEM52931215"
"CHEM100005985#ME056465","#","Myristoleoyl sphingomyelin* or Sphingomyelin (d18:2/14:0, d18:1/14:1)*#SM (d32:2)","CHEM100005985","","Myristoleoyl sphingomyelin* or Sphingomyelin (d18:2/14:0, d18:1/14:1)*","Myristoleoyl sphingomyelin*","myristoleoyl sphingomyelin","CHEM100005985","CHEM100005985"
"CHEM100005985#ME056465","#","Myristoleoyl sphingomyelin* or Sphingomyelin (d18:2/14:0, d18:1/14:1)*#SM (d32:2)","CHEM100005985","","Myristoleoyl sphingomyelin* or Sphingomyelin (d18:2/14:0, d18:1/14:1)*","Sphingomyelin (d18:2/14:0, d18:1/14:1)*","sphingomyelin_d18_2_14_0_d18_1_14_1","CHEM100005985","CHEM100005985"
"CHEM100005985#ME056465","#","Myristoleoyl sphingomyelin* or Sphingomyelin (d18:2/14:0, d18:1/14:1)*#SM (d32:2)","CHEM100005985","","SM (d32:2)","SM (d32:2)","sm_d32_2","CHEM100005985","CHEM100005985"
"CHEM100005985#ME056465","#","Myristoleoyl sphingomyelin* or Sphingomyelin (d18:2/14:0, d18:1/14:1)*#SM (d32:2)","ME056465","","Myristoleoyl sphingomyelin* or Sphingomyelin (d18:2/14:0, d18:1/14:1)*","Myristoleoyl sphingomyelin*","myristoleoyl sphingomyelin","ME056465","ME056465"
"CHEM100005985#ME056465","#","Myristoleoyl sphingomyelin* or Sphingomyelin (d18:2/14:0, d18:1/14:1)*#SM (d32:2)","ME056465","","Myristoleoyl sphingomyelin* or Sphingomyelin (d18:2/14:0, d18:1/14:1)*","Sphingomyelin (d18:2/14:0, d18:1/14:1)*","sphingomyelin_d18_2_14_0_d18_1_14_1","ME056465","ME056465"
"CHEM100005985#ME056465","#","Myristoleoyl sphingomyelin* or Sphingomyelin (d18:2/14:0, d18:1/14:1)*#SM (d32:2)","ME056465","","SM (d32:2)","SM (d32:2)","sm_d32_2","ME056465","ME056465"
"ME056466#PUBCHEM52931139","#","SM (d33:1)#SM (33:1)","ME056466","","SM (d33:1)","SM (d33:1)","sm_d33_1","ME056466","ME056466"
"ME056466#PUBCHEM52931139","#","SM (d33:1)#SM (33:1)","ME056466","","SM (33:1)","SM (33:1)","sm_33_1","ME056466","ME056466"
"ME056466#PUBCHEM52931139","#","SM (d33:1)#SM (33:1)","PUBCHEM52931139","","SM (d33:1)","SM (d33:1)","sm_d33_1","PUBCHEM52931139","PUBCHEM52931139"
"ME056466#PUBCHEM52931139","#","SM (d33:1)#SM (33:1)","PUBCHEM52931139","","SM (33:1)","SM (33:1)","sm_33_1","PUBCHEM52931139","PUBCHEM52931139"
"ME056283#ME056470","#","SM (36:0)#SM (d36:0)","ME056283","","SM (36:0)","SM (36:0)","sm_36_0","ME056283","ME056283"
"ME056283#ME056470","#","SM (36:0)#SM (d36:0)","ME056283","","SM (d36:0)","SM (d36:0)","sm_d36_0","ME056283","ME056283"
"ME056283#ME056470","#","SM (36:0)#SM (d36:0)","ME056470","","SM (36:0)","SM (36:0)","sm_36_0","ME056470","ME056470"
"ME056283#ME056470","#","SM (36:0)#SM (d36:0)","ME056470","","SM (d36:0)","SM (d36:0)","sm_d36_0","ME056470","ME056470"
"ME056474#PUBCHEM52931179","#","SM (d38:2)#SM (38:2)","ME056474","","SM (d38:2)","SM (d38:2)","sm_d38_2","ME056474","ME056474"
"ME056474#PUBCHEM52931179","#","SM (d38:2)#SM (38:2)","ME056474","","SM (38:2)","SM (38:2)","sm_38_2","ME056474","ME056474"
"ME056474#PUBCHEM52931179","#","SM (d38:2)#SM (38:2)","PUBCHEM52931179","","SM (d38:2)","SM (d38:2)","sm_d38_2","PUBCHEM52931179","PUBCHEM52931179"
"ME056474#PUBCHEM52931179","#","SM (d38:2)#SM (38:2)","PUBCHEM52931179","","SM (38:2)","SM (38:2)","sm_38_2","PUBCHEM52931179","PUBCHEM52931179"
"HMDB03236","HMDB0003236","Solanidine","HMDB03236","HMDB0003236","Solanidine","Solanidine","solanidine","HMDB03236","HMDB0003236"
